523, 4
511, 9
544, 7
870, 2
632, 1
781, 2
869, 7
938, 3
494, 7
535, 6
839, 8
739, 6
969, 6
957, 1
559, 5
566, 9
637, 9
770, 4
623, 2
771, 4
619, 5
753, 3
902, 4
931, 6
721, 7
580, 3
854, 1
824, 6
532, 1
535, 2
748, 8
611, 7
937, 8
734, 6
544, 9
504, 9
860, 7
516, 3
972, 7
837, 4
872, 2
531, 8
909, 4
560, 7
670, 4
637, 6
965, 6
896, 7
682, 3
859, 6
820, 5
900, 7
925, 6
753, 1
792, 4
867, 3
691, 2
538, 1
505, 3
592, 4
509, 8
944, 8
827, 6
489, 7
729, 5
944, 7
654, 8
725, 2
587, 3
823, 3
525, 6
933, 7
933, 8
566, 9
619, 2
631, 3
873, 5
833, 4
505, 8
947, 1
665, 6
650, 1
841, 1
833, 8
730, 3
549, 6
638, 8
834, 4
862, 3
506, 4
854, 1
783, 4
825, 2
805, 7
955, 6
837, 5
583, 8
674, 5
523, 8
572, 4
578, 4
970, 1
819, 7
860, 5
492, 8
520, 8
887, 7
575, 1
506, 9
916, 9
778, 6
970, 2
855, 2
610, 8
536, 8
516, 4
818, 1
743, 7
889, 1
513, 5
915, 7
717, 5
816, 1
937, 1
975, 4
580, 9
816, 7
585, 9
608, 2
963, 6
893, 2
533, 9
960, 3
795, 2
927, 4
808, 1
714, 9
672, 8
705, 7
756, 3
860, 1
956, 5
841, 8
945, 4
772, 2
560, 5
736, 2
888, 5
908, 7
649, 3
555, 9
530, 8
614, 2
897, 7
784, 4
630, 1
741, 4
513, 4
896, 5
940, 6
942, 2
525, 7
882, 6
683, 9
489, 5
823, 3
783, 1
715, 3
907, 1
861, 1
848, 7
626, 2
904, 7
776, 3
653, 2
645, 3
559, 5
743, 6
635, 1
521, 9
880, 9
503, 1
551, 1
555, 6
712, 5
975, 1
607, 9
708, 3
674, 4
658, 6
495, 3
788, 3
861, 2
626, 9
799, 3
811, 3
717, 7
895, 7
549, 6
651, 8
957, 4
725, 7
576, 8
513, 3
761, 8
740, 1
542, 3
905, 7
839, 1
595, 1
505, 4
735, 6
690, 8
599, 4
630, 4
644, 9
753, 6
880, 4
676, 6
903, 4
905, 1
805, 8
694, 6
562, 3
914, 4
739, 7
508, 2
575, 7
539, 5
949, 4
896, 6
733, 8
930, 9
808, 2
898, 4
681, 1
542, 9
798, 3
905, 7
500, 6
836, 1
801, 5
751, 7
745, 8
768, 7
719, 9
832, 1
763, 3
897, 7
674, 1
836, 9
594, 5
635, 2
502, 2
885, 6
801, 7
646, 1
629, 4
525, 1
874, 2
832, 5
948, 6
841, 9
595, 8
753, 2
947, 2
611, 6
891, 9
705, 7
490, 7
682, 3
873, 9
949, 4
955, 6
686, 6
544, 9
841, 6
616, 2
597, 5
645, 5
897, 2
948, 3
528, 7
881, 3
604, 2
780, 9
861, 7
702, 4
706, 8
759, 4
643, 7
632, 2
798, 6
584, 7
504, 3
548, 5
777, 9
797, 3
711, 4
655, 2
819, 6
862, 2
520, 8
559, 9
979, 2
652, 4
924, 8
819, 7
963, 4
946, 8
919, 2
489, 4
833, 3
546, 2
660, 3
677, 2
783, 8
865, 6
906, 3
854, 9
978, 2
676, 2
905, 2
589, 4
654, 6
577, 8
945, 2
614, 7
971, 9
727, 7
491, 2
794, 6
556, 1
742, 7
664, 2
740, 5
497, 2
903, 8
670, 4
959, 6
684, 3
637, 8
817, 2
783, 2
640, 7
661, 2
754, 7
514, 4
704, 4
627, 2
563, 5
538, 9
733, 7
581, 9
921, 7
927, 4
536, 8
671, 3
904, 2
491, 3
673, 1
499, 5
776, 8
978, 7
933, 9
529, 1
600, 4
900, 8
495, 8
754, 2
978, 5
795, 8
749, 1
516, 3
690, 9
711, 1
599, 1
704, 7
904, 7
957, 7
496, 3
945, 6
564, 5
888, 4
705, 2
678, 4
690, 7
586, 5
560, 8
675, 5
490, 2
882, 3
877, 8
528, 2
840, 7
507, 7
942, 3
589, 1
871, 8
651, 8
558, 8
610, 2
960, 6
969, 1
496, 3
904, 7
532, 5
556, 6
660, 4
566, 5
754, 9
535, 5
545, 2
818, 7
680, 5
677, 8
769, 8
934, 4
780, 3
623, 1
768, 1
863, 7
557, 4
735, 1
493, 1
883, 4
703, 4
747, 4
894, 5
517, 9
611, 1
843, 7
941, 6
886, 1
774, 5
714, 8
541, 2
962, 6
780, 9
630, 7
682, 5
922, 3
791, 2
819, 8
517, 4
759, 7
539, 9
642, 9
680, 7
559, 8
668, 2
742, 1
778, 4
779, 8
510, 1
868, 2
548, 6
942, 3
680, 6
623, 5
736, 3
868, 2
623, 5
913, 1
809, 5
687, 3
810, 4
848, 5
792, 8
957, 3
793, 3
778, 1
950, 6
776, 2
493, 8
511, 8
834, 1
502, 7
549, 7
858, 9
801, 8
802, 4
763, 2
850, 2
857, 2
510, 2
855, 8
644, 9
945, 9
858, 2
978, 5
550, 7
875, 5
621, 8
641, 5
489, 6
753, 8
727, 7
568, 4
972, 5
650, 4
723, 2
565, 6
529, 7
713, 9
822, 7
578, 4
560, 8
575, 9
717, 6
956, 1
563, 7
626, 8
746, 9
975, 4
773, 4
828, 3
703, 9
890, 5
916, 6
639, 2
589, 5
706, 6
922, 9
624, 8
811, 2
978, 2
842, 2
661, 2
541, 5
921, 3
514, 9
685, 3
814, 6
859, 5
540, 7
928, 6
940, 2
648, 2
638, 6
699, 7
521, 2
643, 2
581, 1
972, 2
893, 9
697, 2
725, 7
525, 4
704, 1
969, 9
637, 2
837, 9
654, 6
973, 2
727, 7
541, 3
882, 4
547, 9
537, 2
824, 9
683, 7
547, 5
645, 9
721, 7
509, 4
940, 9
959, 3
684, 3
959, 4
655, 9
525, 3
645, 1
927, 8
645, 8
772, 9
619, 5
574, 5
722, 8
695, 2
557, 4
723, 2
716, 4
557, 4
574, 2
857, 8
620, 8
927, 3
899, 8
542, 5
786, 5
810, 6
846, 1
766, 9
551, 4
880, 1
661, 8
816, 8
936, 9
959, 5
798, 6
518, 5
557, 9
704, 5
701, 6
884, 3
637, 4
876, 1
489, 8
972, 3
648, 7
827, 5
704, 8
663, 9
747, 6
853, 1
570, 8
822, 1
764, 8
884, 8
917, 6
511, 4
763, 1
734, 2
866, 4
575, 3
925, 9
610, 7
822, 2
686, 7
819, 4
819, 5
960, 1
593, 4
786, 2
869, 9
680, 7
787, 5
603, 2
679, 9
794, 9
876, 8
890, 1
945, 5
760, 1
564, 7
518, 8
496, 4
881, 4
543, 3
723, 8
949, 8
733, 5
756, 2
501, 8
916, 4
499, 8
746, 4
522, 6
591, 2
762, 6
943, 2
577, 4
691, 1
506, 7
518, 5
585, 7
689, 3
884, 2
946, 7
841, 4
600, 3
695, 8
564, 7
502, 5
722, 9
882, 4
844, 5
879, 2
934, 4
958, 7
895, 7
910, 9
940, 8
864, 4
592, 6
787, 5
855, 1
587, 9
919, 3
676, 2
851, 7
674, 3
810, 5
582, 1
767, 3
850, 7
974, 2
869, 1
847, 9
727, 6
860, 2
738, 3
677, 1
518, 6
876, 8
624, 8
942, 6
800, 9
700, 3
690, 7
775, 8
910, 1
606, 8
639, 2
907, 9
525, 9
736, 4
531, 6
537, 2
862, 6
697, 3
653, 6
927, 1
647, 2
963, 9
944, 2
880, 2
